ProgramAdministrator,ProgramName,FuelType,Sector,"NetFuelSavingAcquired,MWh",Success,Predicted
New York State Energy Research and Development Authority,Multifamily Performance Program,Gas,Multi-Family,5305.1472786,0,0
New York State Energy Research and Development Authority,Multifamily Performance Program,Electric,Multi-Family,14080.13,0,0
New York State Energy Research and Development Authority,Multifamily Performance Program,Gas,Multi-Family,57749.1094002,0,0
New York State Energy Research and Development Authority,New Construction Program,Gas,Commercial,76650.1930689,1,0
New York State Energy Research and Development Authority,New Construction Program,Electric,Commercial,188102.66,1,0
New York State Energy Research and Development Authority,New Construction Program,Gas,Commercial,61617.68029139999,1,0
New York State Energy Research and Development Authority,New York Energy Star Homes,Gas,Residential,114654.9391824,0,0
New York State Energy Research and Development Authority,New York Energy Star Homes,Electric,Residential,13296.28,0,0
Niagara Mohawk Power Corporation,Commercial High-Eff. Heating and Water Heating,Gas,Commercial,10255.1581926,1,1
Niagara Mohawk Power Corporation,Commercial & Industrial Gas Energy Efficiency Program,Gas,Commercial,128656.821483,1,1
Niagara Mohawk Power Corporation,Energy Initiative - Commercial & Industrial Electric Program,Electric,Commercial,315112.6,1,1
Niagara Mohawk Power Corporation,Energy Initiative Program - Large Industrial,Electric,Commercial,43778.41,1,1
Niagara Mohawk Power Corporation,Energy Initiative Program - Large Industrial,Gas,Commercial,17747.047276200003,1,1
Niagara Mohawk Power Corporation,Energy Initiative Program - Mid-Size C&I,Electric,Commercial,108660.32,1,1
Niagara Mohawk Power Corporation,Energy Initiative Program - Mid-Size C&I,Gas,Commercial,17392.9806171,1,1
Niagara Mohawk Power Corporation,Energy Wise Program,Electric,Multi-Family,30617.83,1,1
Niagara Mohawk Power Corporation,Energy Wise Program,Gas,Multi-Family,41252.3016747,1,1
Niagara Mohawk Power Corporation,Enhanced Home Sealing Incentives Program,Electric,Residential,108.33,1,1
Niagara Mohawk Power Corporation,Enhanced Home Sealing Incentives Program,Gas,Residential,2349.5099523,1,1
Niagara Mohawk Power Corporation,Residential Building Practices and Demonstration,Electric,Residential,186318.16,1,1
Niagara Mohawk Power Corporation,Residential Building Practices and Demonstration,Gas,Residential,213699.4696464,1,1
Niagara Mohawk Power Corporation,Residential Energy Star Products and Recycling,Electric,Residential,55596.46,1,1
Niagara Mohawk Power Corporation,Residential Energy Star Products Program,Gas,Residential,2315.2998912,1,1
Niagara Mohawk Power Corporation,"Residential High Efficiency Heating, Water Heating & Controls Program",Gas,Residential,123115.9931718,1,1
Niagara Mohawk Power Corporation,Residential HVAC Program,Electric,Residential,1345.25,1,1
Niagara Mohawk Power Corporation,Residential HVAC Program,Gas,Residential,214424.0002311,1,1
Niagara Mohawk Power Corporation,Small Business Direct Install Program,Electric,Commercial,585821.67,1,1
"Orange and Rockland Utilities, Inc.",Commercial Existing Buildings Program,Electric,Commercial,28025.72,1,0
"Orange and Rockland Utilities, Inc.",Residential Efficient Products Program,Electric,Residential,10059.25,0,0
"Orange and Rockland Utilities, Inc.",Residential HVAC,Electric,Residential,51.19,0,0
"Orange and Rockland Utilities, Inc.",Residential HVAC Program,Electric,Residential,268.76,0,0
"Orange and Rockland Utilities, Inc.",Residential HVAC Program,Gas,Residential,23852.8324878,0,0
"Orange and Rockland Utilities, Inc.",Small Business Direct Install Program,Electric,Commercial,34538.27,1,0
Rochester Gas and Electric Corporation,Block Bidding Program,Electric,Commercial,11595.37,0,0
Rochester Gas and Electric Corporation,C&I Custom Rebate Program,Electric,Commercial,2459.03,0,0
Rochester Gas and Electric Corporation,C&I Custom Rebate Program,Gas,Commercial,145.36272,0,0
Rochester Gas and Electric Corporation,C&I Electric Program,Electric,Commercial,37729.43,0,0
Rochester Gas and Electric Corporation,C&I Gas Program,Gas,Commercial,16614.548598,0,0
Rochester Gas and Electric Corporation,C&I Prescriptive Rebate Program,Electric,Commercial,871.54,0,0
Rochester Gas and Electric Corporation,C&I Prescriptive Rebate Program,Gas,Commercial,6992.445051,0,0
Rochester Gas and Electric Corporation,Energy Saver Program,Gas,Residential,2672.4203397,1,0
Rochester Gas and Electric Corporation,Multifamily Program,Electric,Multi-Family,17002.54,1,1
Rochester Gas and Electric Corporation,Refrigerator and Freezer Recycling Program,Electric,Residential,39818.02,1,0
Rochester Gas and Electric Corporation,Residential HVAC Program,Electric,Residential,13291.42,1,0
Rochester Gas and Electric Corporation,Residential HVAC Program,Gas,Residential,238681.9756176,1,0
Rochester Gas and Electric Corporation,Small Business Direct Install Program,Electric,Commercial,59368.0,0,0
"St. Lawrence Gas Company, Inc.",Residential Gas HVAC Program,Gas,Residential,6266.191214699999,0,0
"St. Lawrence Gas Company, Inc.",Small Commercial HVAC Program,Gas,Commercial,1233.2883819,0,0
The Brooklyn Union Gas Company d/b/a National Grid NY,Commercial Energy Efficiency Program,Gas,Commercial,21946.6759008,1,0
The Brooklyn Union Gas Company d/b/a National Grid NY,Commercial & Industrial Gas Energy Efficiency Program,Gas,Commercial,99415.469163,1,1
The Brooklyn Union Gas Company d/b/a National Grid NY,Enhanced Home Sealing Incentives Program,Gas,Residential,1170.9142938,0,0
The Brooklyn Union Gas Company d/b/a National Grid NY,Large Industrial Energy Efficiency Program,Gas,Commercial,46105.4177853,1,0
The Brooklyn Union Gas Company d/b/a National Grid NY,Multifamily Energy Efficiency Program,Gas,Multi-Family,49228.0669125,1,1
The Brooklyn Union Gas Company d/b/a National Grid NY,Residential Energy Star Products Program,Gas,Residential,466.3124691,0,0
The Brooklyn Union Gas Company d/b/a National Grid NY,"Residential High Efficiency Heating, Water Heating & Controls Program",Gas,Residential,17054.8804116,0,0
The Brooklyn Union Gas Company d/b/a National Grid NY,Residential HVAC Program,Gas,Residential,31544.7154701,0,0
Central Hudson Gas & Electric Corporation,Home Energy Reporting,Electric,Residential,63311.45,1,1
Central Hudson Gas & Electric Corporation,Home Energy Reporting,Gas,Residential,23165.6800509,1,1
Central Hudson Gas & Electric Corporation,Mid-Size Commercial Business Program,Electric,Commercial,31771.7,0,0
Central Hudson Gas & Electric Corporation,Residential Appliance Recycling Program,Electric,Residential,18219.33,1,0
Central Hudson Gas & Electric Corporation,Residential HVAC Program,Electric,Residential,125.68,1,0
Central Hudson Gas & Electric Corporation,Residential HVAC Program,Electric,Residential,7272.64,1,0
Central Hudson Gas & Electric Corporation,Residential HVAC Program,Gas,Residential,16278.2273274,1,0
Central Hudson Gas & Electric Corporation,Small and Mid-Size Commercial Buildings,Electric,Commercial,16.28,0,0
Central Hudson Gas & Electric Corporation,Small and Mid-Size Commercial Buildings,Gas,Commercial,3029.1070446000003,0,0
Central Hudson Gas & Electric Corporation,Small Business Direct Install Program,Electric,Commercial,78717.93,0,0
"Consolidated Edison Company of New York, Inc.",Appliance Bounty Program,Electric,Residential,17402.2,0,0
"Consolidated Edison Company of New York, Inc.",C&I Custom Efficiency Program,Electric,Commercial,109039.15,1,0
"Consolidated Edison Company of New York, Inc.",C&I Custom Gas Efficiency Program,Gas,Commercial,21066.9178599,1,0
"Consolidated Edison Company of New York, Inc.",C&I Equipment Rebate Program,Electric,Commercial,177957.68,1,0
"Consolidated Edison Company of New York, Inc.",C&I Gas Efficient Equipment Rebate Program,Gas,Commercial,77019.94776509999,1,0
"Consolidated Edison Company of New York, Inc.",Multifamily Energy Efficiency Program,Electric,Multi-Family,56640.35,1,1
"Consolidated Edison Company of New York, Inc.",Multifamily Energy Efficiency Program,Gas,Multi-Family,183778.0015002,1,1
"Consolidated Edison Company of New York, Inc.",Multifamily Low-Income Program,Gas,Multi-Family,20043.2888253,1,1
"Consolidated Edison Company of New York, Inc.",Residential Direct Installation Program,Gas,Residential,6.3713418,0,0
"Consolidated Edison Company of New York, Inc.",Residential Direct Installation Program,Electric,Residential,2663.1,0,0
"Consolidated Edison Company of New York, Inc.",Residential Electric Program,Electric,Residential,31585.53,0,0
"Consolidated Edison Company of New York, Inc.",Residential HVAC Program,Electric,Residential,521.59,0,0
"Consolidated Edison Company of New York, Inc.",Residential HVAC Program,Electric,Residential,6443.58,0,0
"Consolidated Edison Company of New York, Inc.",Residential HVAC Program,Gas,Residential,45480.7508031,0,0
"Consolidated Edison Company of New York, Inc.",Residential Room Air Conditioning Program,Electric,Residential,3213.46,0,0
"Consolidated Edison Company of New York, Inc.",Small Business Direct Install Program,Electric,Commercial,464706.15,1,0
Corning Natural Gas Corporation,Residential HVAC Program,Gas,Residential,6548.531921999999,0,0
Corning Natural Gas Corporation,Small Commercial HVAC Program,Gas,Commercial,379.203273,0,0
KeySpan Gas East Corp. d/b/a National Grid,Commercial Energy Efficiency Program,Gas,Commercial,25570.436628900003,0,0
KeySpan Gas East Corp. d/b/a National Grid,Commercial & Industrial Gas Energy Efficiency Program,Gas,Commercial,93774.5017635,1,1
KeySpan Gas East Corp. d/b/a National Grid,Enhanced Home Sealing Incentives Program,Gas,Residential,1025.188167,1,1
KeySpan Gas East Corp. d/b/a National Grid,Large Industrial Energy Efficiency Program,Gas,Commercial,19960.851165,0,0
KeySpan Gas East Corp. d/b/a National Grid,Multifamily Energy Efficiency Program,Gas,Multi-Family,4664.50212,1,1
KeySpan Gas East Corp. d/b/a National Grid,Residential Energy Star Products Program,Gas,Residential,699.3763866,1,1
KeySpan Gas East Corp. d/b/a National Grid,"Residential High Efficiency Heating, Water Heating & Controls Program",Gas,Residential,40825.7441511,1,0
KeySpan Gas East Corp. d/b/a National Grid,Residential HVAC Program,Gas,Residential,61804.565169,1,0
National Fuel Gas Distribution Corporation,Low-Income Usage Reduction Program (EmPower),Gas,Residential,38143.0663614,1,1
National Fuel Gas Distribution Corporation,Residential Rebate Program,Electric,Residential,5907.0,1,1
National Fuel Gas Distribution Corporation,Residential Rebate Program,Gas,Residential,268332.6177768,1,1
National Fuel Gas Distribution Corporation,Small Non-Residential Rebate (Existing Facilities),Gas,Commercial,26635.769524500003,1,1
New York State Electric & Gas Corporation,Block Bidding Program,Electric,Commercial,6958.39,0,0
New York State Electric & Gas Corporation,C&I Custom Rebate Program,Electric,Commercial,8003.14,0,0
New York State Electric & Gas Corporation,C&I Custom Rebate Program,Gas,Commercial,833.0192373,0,0
New York State Electric & Gas Corporation,C&I Electric Program,Electric,Commercial,52519.39,0,0
New York State Electric & Gas Corporation,C&I Gas Program,Gas,Commercial,8345.1125667,0,0
New York State Electric & Gas Corporation,C&I Prescriptive Rebate Program,Electric,Commercial,2953.32,0,0
New York State Electric & Gas Corporation,C&I Prescriptive Rebate Program,Gas,Commercial,4579.0253238,0,0
New York State Electric & Gas Corporation,Energy Saver Program,Electric,Residential,4418.65,0,0
New York State Electric & Gas Corporation,Energy Saver Program,Gas,Residential,3388.0621113,0,0
New York State Electric & Gas Corporation,Multifamily Program,Electric,Multi-Family,13299.48,1,1
New York State Electric & Gas Corporation,Refrigerator and Freezer Recycling Program,Electric,Residential,52854.42,0,0
New York State Electric & Gas Corporation,Residential HVAC Program,Electric,Residential,5100.66,0,0
New York State Electric & Gas Corporation,Residential HVAC Program,Gas,Residential,140662.2992208,0,0
New York State Electric & Gas Corporation,Small Business Direct Install Program,Electric,Commercial,124233.17,0,0
New York State Energy Research and Development Authority,Advanced Sub-Metering Program,Electric,Multi-Family,1363.98,0,0
New York State Energy Research and Development Authority,Agricultural Disaster Program,Gas,Commercial,1545.65118,0,0
New York State Energy Research and Development Authority,Agricultural Disaster Program,Electric,Commercial,1546.06,0,0
New York State Energy Research and Development Authority,Agricultural Energy Efficiency,Electric,Commercial,19121.48,0,0
New York State Energy Research and Development Authority,Agricultural Energy Efficiency,Gas,Commercial,15776.1134271,0,0
New York State Energy Research and Development Authority,Assisted Home Performance with Energy Star,Electric,Residential,584.73,0,0
New York State Energy Research and Development Authority,Assisted Home Performance with Energy Star,Electric,Residential,2178.85,0,0
New York State Energy Research and Development Authority,Assisted Home Performance with Energy Star,Gas,Residential,55727.858362800005,0,0
New York State Energy Research and Development Authority,New York Energy Star Homes,Electric,Residential,2826.65,0,0
